LoanStatus,sub_grade,annual_inc,last_fico_range_low
0.0,0.1322878900010497,0.10558651392396583,0.012176252176675539
0.0,0.20319299701967092,0.10363639266644113,0.017582814683710944
0.0,0.06512411092351587,0.10338870879019178,0.016570215917902576
0.0,0.1322878900010497,0.1032864567300289,0.012436326940785267
0.0,0.04047576920305229,0.10315830911076417,0.014595914638448738
0.0,0.12543796235620558,0.18943207329139292,0.1551187024278227
0.0,0.13677346011062153,0.1157478123525336,0.27230783335128544
0.0,0.060861843461390175,0.14543043338501588,0.012221024248962448
0.0,0.13677346011062153,0.1387776489418781,0.11328601739689757
0.0,0.1322878900010497,0.1432315601708894,0.12720836088745252
0.0,0.11382144470073997,0.180123238106642,0.1955849731096419
0.0,0.04718662765458998,0.10275828661599246,0.07420051920957677
0.0,0.04047576920305229,0.14137993168525573,0.01303841497705789
0.0,0.09699999653460481,0.10221521939410505,0.029943296521169137
0.0,0.09699999653460481,0.1174610472689643,0.015557526875285962
0.0,0.1322878900010497,0.101748725172813,0.38799771107719033
0.0,0.1322878900010497,0.19376448604509877,0.06329425926293697
0.0,0.14660575934596462,0.14137993168525573,0.012436326940785267
0.0,0.1930573365881213,0.10931145930246287,0.012176252176675539
0.0,0.152518884070509,0.11071502596872931,0.11328601739689757
0.0,0.09699999653460481,0.17613248408206403,0.05385793805512255
0.0,0.04718662765458998,0.10127188207712072,0.017582814683710944
0.0,0.12543796235620558,0.10736289192548605,0.0459091900533426
0.0,0.11382144470073997,0.15017966495505142,0.019747795999314442
0.0,0.060861843461390175,0.16141630084507663,0.014595914638448738
0.0,0.04718662765458998,0.1306251128938714,0.01885588509626976
0.0,0.16648156608948148,0.13670983248882213,0.012221024248962448
0.0,0.152518884070509,0.1464013592333249,0.02103130230378872
0.0,0.04718662765458998,0.13683800760449807,0.01603611249685547
0.0,0.21373172880503202,0.103467357337834,0.11328601739689757
0.0,0.16648156608948148,0.20872637902044475,0.25941638741635903
0.0,0.15913392939155954,0.10931145930246287,0.1551187024278227
0.0,0.13677346011062153,0.10213160834951689,0.20855785383677763
0.0,0.07829400054559732,0.15716465024433818,0.026873296565030378
0.0,0.11382144470073997,0.20846915823977658,0.4241383733119312
0.0,0.07829400054559732,0.180123238106642,0.0459091900533426
0.0,0.18348095839030493,0.10263302644763854,0.02256357501517908
0.0,0.11382144470073997,0.11411748077365914,0.32433749831248476
0.0,0.060861843461390175,0.1201398116278542,0.015557526875285962
0.0,0.13677346011062153,0.1012575711798285,0.07420051920957677
0.0,0.04047576920305229,0.15951265453567917,0.012176252176675539
0.0,0.20319299701967092,0.10171331080167019,0.017582814683710944
0.0,0.11382144470073997,0.1306251128938714,0.019747795999314442
0.0,0.15913392939155954,0.11187114295147992,0.030009918505556066
0.0,0.07829400054559732,0.10166909132893948,0.019747795999314442
0.0,0.11382144470073997,0.10760994185520108,0.27230783335128544
0.0,0.152518884070509,0.15193775902430276,0.25941638741635903
0.0,0.04718662765458998,0.13529703390447753,0.1955849731096419
