LoanStatus,earliest_cr_line_age,emp_length,installment,dti,sub_grade
0.0,0.14412805233724482,0.18234880756239552,0.15023693240531538,0.19698276037309906,0.32893845748925005
0.0,0.16873968464858197,0.18234880756239552,0.11247964146714988,0.14989248150655354,0.10552222072735418
0.0,0.17836538838916363,0.18234880756239552,0.11309225004971672,0.16853283347430884,0.06799419533489182
0.0,0.1691937640419187,0.18234880756239552,0.11281628701233286,0.1487033376216877,0.06390391339250462
0.0,0.15833695631459282,0.13748364966175503,0.16073335667616986,0.15529163559456513,0.17297565990824879
0.0,0.20693459516851428,0.14861672082764615,0.23796353636254602,0.1647996755685347,0.06390391339250462
0.0,0.24020634993742696,0.16210368845315065,0.11258180637948165,0.2079217895502098,0.08947279009256157
0.0,0.17808521272884367,0.18234880756239552,0.11309225004971672,0.15077128937747997,0.06799419533489182
0.0,0.20198647500626968,0.18234880756239552,0.11202472797788009,0.13994287641345945,0.23788407613867285
0.0,0.22212084604238816,0.14861672082764615,0.11222839727610838,0.1426302249637815,0.1567657216420442
0.0,0.2314867418012809,0.1356513442604633,0.11238607832844025,0.17208791814286922,0.12290186318038698
0.0,0.20383869293346515,0.18234880756239552,0.11281628701233286,0.1642364417653019,0.06390391339250462
0.0,0.17065796995715654,0.18234880756239552,0.19000551420878356,0.19926136790172536,0.08947279009256157
0.0,0.14263378907067575,0.18234880756239552,0.17600342124702095,0.15739502070416292,0.17297565990824879
0.0,0.18964847230241003,0.1356513442604633,0.18412196244142226,0.16092017948290965,0.17297565990824879
0.0,0.23969668184115567,0.18234880756239552,0.11202472797788009,0.2314995293982526,0.23788407613867285
0.0,0.2268566818747322,0.19369503978405866,0.11196435380382036,0.19771839207763903,0.07549389307190545
0.0,0.18252665607077448,0.18234880756239552,0.11198380635279052,0.1594815652773644,0.057190819567466675
0.0,0.22546332912170128,0.14861672082764615,0.11228041800506897,0.2013946836661394,0.07549389307190545
0.0,0.17020389633831096,0.1356513442604633,0.3682660476930206,0.17047871175865567,0.19104258701218763
0.0,0.17808521272884367,0.2103021769827005,0.11309225004971672,0.148561776414712,0.06799419533489182
0.0,0.17078716759884088,0.19369503978405866,0.11309225004971672,0.16935343217496907,0.06799419533489182
0.0,0.16800827329124912,0.2103021769827005,0.11309225004971672,0.16092017948290965,0.06799419533489182
0.0,0.14482942783776556,0.18234880756239552,0.14927313722875132,0.2149943179544723,0.1567657216420442
0.0,0.14232824446257517,0.18234880756239552,0.11247964146714988,0.15025053458123686,0.10552222072735418
0.0,0.1422066352543432,0.18234880756239552,0.1902750519134134,0.17949609931755311,0.22089805105834423
0.0,0.11428652642224903,0.13748364966175503,0.1828491540938783,0.22018698514272927,0.19104258701218763
0.0,0.15490988288535348,0.18234880756239552,0.3068123291530689,0.14527931350010206,0.2637844722795328
0.0,0.14427909504502567,0.1773906522001655,0.11309225004971672,0.1524257742271526,0.06799419533489182
0.0,0.15908372935468612,0.24692383242540816,0.11296061404378856,0.151850583409513,0.06799419533489182
0.0,0.14263378907067575,0.18234880756239552,0.14834529638454744,0.14058261377256784,0.17297565990824879
0.0,0.1478569256937285,0.18234880756239552,0.25306254418250923,0.16697810163599625,0.258331237605473
0.0,0.1707493894058666,0.18234880756239552,0.1317451539920119,0.1658938538236402,0.057190819567466675
0.0,0.17036912372707644,0.18234880756239552,0.18766090231770696,0.23756950664690116,0.258331237605473
0.0,0.16897241966593973,0.18234880756239552,0.11315272992039471,0.14829012743286063,0.30752362446891934
0.0,0.17020389633831096,0.16210368845315065,0.19000551420878356,0.17562467422043143,0.08947279009256157
0.0,0.1687645361620036,0.18234880756239552,0.12798050274151948,0.20330652036109562,0.140376209862086
0.0,0.1687645361620036,0.18234880756239552,0.20771934125488803,0.20330652036109562,0.08947279009256157
0.0,0.14114518266894224,0.22771141112569462,0.1935655063097661,0.16606106070961604,0.057190819567466675
0.0,0.14114518266894224,0.24692383242540816,0.1935655063097661,0.14652794888360499,0.057190819567466675
0.0,0.16561199937762508,0.18234880756239552,0.12572910667865048,0.22680411681420956,0.21293947842773026
0.0,0.17078716759884088,0.18234880756239552,0.2795489768629257,0.15886911432308565,0.08947279009256157
0.0,0.1467590619140303,0.18234880756239552,0.13241845784302053,0.16577454293282623,0.06799419533489182
0.0,0.17063502339366401,0.13748364966175503,0.15172497866522516,0.20441773122223936,0.1567657216420442
0.0,0.23969668184115567,0.18234880756239552,0.13789803199719353,0.1550870036310191,0.06390391339250462
0.0,0.12410292710276245,0.18234880756239552,0.11309225004971672,0.1707091859420526,0.06799419533489182
0.0,0.23622022771838957,0.18234880756239552,0.11294898559684202,0.1544333318021799,0.057190819567466675
0.0,0.17036912372707644,0.18234880756239552,0.17855283932190122,0.22214949862491584,0.32893845748925005
0.0,0.21241133885372485,0.13748364966175503,0.11230239336312692,0.14227779543935562,0.140376209862086
0.0,0.2314867418012809,0.14861672082764615,0.11309225004971672,0.15157482914276604,0.06799419533489182
0.0,0.24165480077394275,0.18234880756239552,0.14927313722875132,0.16155584204079268,0.1567657216420442
0.0,0.24165480077394275,0.16210368845315065,0.15508903566211196,0.1422438236267829,0.06390391339250462
0.0,0.17077692571846037,0.1356513442604633,0.17839315504822326,0.14537085175396583,0.2878990655786701
0.0,0.13522615847211697,0.18234880756239552,0.1827864442822389,0.14794080330306128,0.2878990655786701
0.0,0.2178564267052384,0.18234880756239552,0.11309225004971672,0.14007904657438675,0.06799419533489182
0.0,0.1686761204564169,0.18234880756239552,0.12151451465525367,0.1438619056250844,0.140376209862086
0.0,0.230077840597651,0.22771141112569462,0.1830344640002129,0.20330652036109562,0.3218835136199971
0.0,0.2314867418012809,0.1773906522001655,0.14061108315367277,0.14741805824419627,0.12290186318038698
0.0,0.14710410908255683,0.18234880756239552,0.17383897849504262,0.14298088835944073,0.06390391339250462
0.0,0.12083690517641296,0.22771141112569462,0.17704195394019104,0.24059443164917105,0.2637844722795328
0.0,0.16458851440961808,0.18234880756239552,0.11294898559684202,0.16871599124390224,0.057190819567466675
0.0,0.21241133885372485,0.1356513442604633,0.16951450754370115,0.16624468220559926,0.06390391339250462
0.0,0.1864414234084421,0.1356513442604633,0.12758915556367906,0.22680411681420956,0.23788407613867285
0.0,0.11440278174647531,0.24692383242540816,0.1819508923901714,0.16983620217397769,0.08947279009256157
0.0,0.23632155337616,0.24692383242540816,0.11309225004971672,0.15157482914276604,0.06799419533489182
0.0,0.14902920318034799,0.16210368845315065,0.11267958517755287,0.1771220063689252,0.23788407613867285
0.0,0.23730098544380562,0.13748364966175503,0.17600528589788123,0.1979926649006184,0.17297565990824879
0.0,0.15783802080964646,0.18234880756239552,0.1372242924338192,0.16865162772208858,0.3218835136199971
0.0,0.1467590619140303,0.18234880756239552,0.12395641781526996,0.16100582140386535,0.17297565990824879
0.0,0.22312114294446234,0.24692383242540816,0.21080744204491259,0.14661103930626834,0.12290186318038698
0.0,0.2324708295065733,0.13748364966175503,0.1913840437650691,0.15635145144799242,0.2878990655786701
0.0,0.21378122070452116,0.24692383242540816,0.2829263762269284,0.147898714745195,0.13677769958113353
0.0,0.17077692571846037,0.18234880756239552,0.18412196244142226,0.24016870320489986,0.17297565990824879
0.0,0.19642276950470874,0.24692383242540816,0.11250664934930454,0.16963879597727552,0.1567657216420442
0.0,0.17077692571846037,0.18234880756239552,0.11257012636461387,0.2282144957770921,0.2637844722795328
0.0,0.1691937640419187,0.18234880756239552,0.11210872743044527,0.2493540919241118,0.19104258701218763
0.0,0.15288133445639585,0.1356513442604633,0.13280525306628146,0.15070679645591442,0.17297565990824879
0.0,0.1419255885082823,0.18234880756239552,0.12149186541991232,0.22500914478299833,0.2637844722795328
0.0,0.2334780705242259,0.18234880756239552,0.11200521229884967,0.22358097154828938,0.140376209862086
0.0,0.12386999665145508,0.22771141112569462,0.1526311818285791,0.14928120045361662,0.06390391339250462
0.0,0.18342797818244913,0.13748364966175503,0.20190782985343514,0.22680411681420956,0.140376209862086
0.0,0.11684020565071655,0.18234880756239552,0.18529862534431066,0.2066846703712873,0.1567657216420442
0.0,0.166530191481365,0.1356513442604633,0.1779488603327754,0.23349075597655916,0.3309491237068968
0.0,0.15423860985833054,0.18234880756239552,0.3063423641343198,0.1400554004199172,0.1567657216420442
0.0,0.2410087492765926,0.1773906522001655,0.11219363913370155,0.15648171298045635,0.06390391339250462
0.0,0.18490883907933875,0.18234880756239552,0.16597148050139987,0.16935343217496907,0.12290186318038698
0.0,0.12482654580132702,0.24692383242540816,0.15462910749507622,0.1748096067708347,0.10552222072735418
