LoanStatus,sub_grade,annual_inc,last_fico_range_low
0.0,-0.15677905668619727,1.404105165157933,0.9726125308609633
0.0,1.3769146292721426,0.0582097822268239,0.6252387920010848
0.0,-1.5371033740487032,0.06396147189746967,0.6686605093585696
0.0,-0.15677905668619727,0.7675081524108597,1.0160342482184481
0.0,-1.2303646368570351,0.06971316156811544,0.7555039440735393
0.0,-0.3101484252820313,-0.5445672952568523,-0.19977383779112692
0.0,-0.003409688090363286,-0.0740790801980287,-0.5905692940084903
0.0,-0.9236258996653672,-0.40192539142483735,0.9291908135034785
0.0,-0.003409688090363286,-0.35591187405967123,-0.06950868571867246
0.0,-0.15677905668619727,-0.3904220120835458,-0.11293040307615729
0.0,-0.46351779387786524,-0.5169591848377526,-0.33003898986358143
0.0,-1.0769952682612012,0.621875369950109,0.06075646635378202
0.0,-1.2303646368570351,-0.3789186327422543,0.8423473787885088
0.0,-0.6168871624736992,0.47233143851331905,1.276564552363357
0.0,-0.6168871624736992,-0.08558245953932023,0.7120822267160544
0.0,-0.15677905668619727,0.12216857136440482,-0.9813647502258538
0.0,-0.15677905668619727,-0.5583713504664022,0.10417818371126684
0.0,0.3033290491013047,-0.3789186327422543,1.0160342482184481
0.0,1.2235452606763086,-0.02231387316221681,0.9726125308609633
0.0,0.4566984176971387,-0.03547373912865432,-0.06950868571867246
0.0,-0.6168871624736992,-0.5054558054964611,0.14759990106875168
0.0,-1.0769952682612012,0.2077537136636138,0.6252387920010848
0.0,-0.3101484252820313,1.8987504768334689,0.1910216184262365
0.0,-0.46351779387786524,-0.4226314742391621,0.5383953572861151
0.0,-0.9236258996653672,-0.4617429639995533,0.7555039440735393
0.0,-1.0769952682612012,-0.1718578045990067,1.1897211176483875
0.0,0.7634371548888067,-0.2753882186706305,0.9291908135034785
0.0,0.4566984176971387,-0.40652674316135395,0.49497363992863025
0.0,-1.0769952682612012,-0.3098983566945051,1.1462994002909026
0.0,1.5302839978679765,0.817432818752065,-0.06950868571867246
0.0,0.7634371548888067,-0.6391250734422687,-0.5471475766510056
0.0,0.6100677862929726,-0.02231387316221681,-0.19977383779112692
0.0,-0.003409688090363286,0.449324679830736,-0.3734607072210662
0.0,-0.7702565310695333,-0.4479389087900035,0.3647084878561758
0.0,-0.46351779387786524,-0.654999736933251,-1.1116299022983083
0.0,-0.7702565310695333,-0.5169591848377526,0.1910216184262365
0.0,1.0701758920804747,0.5873652319262344,0.45155192257114546
0.0,-0.46351779387786524,-0.06257570085673717,-0.7642561634384296
0.0,-0.9236258996653672,-0.10283752855125752,0.7120822267160544
0.0,-0.003409688090363286,0.18474695498103075,0.06075646635378202
0.0,-1.2303646368570351,-0.4556691797073514,0.9726125308609633
0.0,1.3769146292721426,0.3342908864178206,0.6252387920010848
0.0,-0.46351779387786524,-0.1718578045990067,0.5383953572861151
0.0,0.6100677862929726,-0.045320631844799876,0.321286770498691
0.0,-0.7702565310695333,0.1272300582745731,0.5383953572861151
0.0,-0.46351779387786524,1.967770752881218,-0.5905692940084903
0.0,0.4566984176971387,-0.42942398967260786,-0.5471475766510056
0.0,-1.0769952682612012,-0.21787132196417283,-0.33003898986358143
0.0,-0.15677905668619727,0.19509999638819311,-1.1550516196557932
0.0,0.9168065234846406,-0.08504180071027953,-0.02608696836118763
0.0,2.1437614722513127,0.006444575191012015,-1.5892687932306413
0.0,-0.6168871624736992,0.2537672310287799,-0.7208344460809448
0.0,-0.6168871624736992,0.26527061037007144,0.49497363992863025
0.0,-0.6168871624736992,-0.263884839329339,0.45155192257114546
0.0,1.0701758920804747,-0.10283752855125752,0.27786505314120613
0.0,-1.2303646368570351,0.4148145418068614,0.27786505314120613
