LoanStatus,sub_grade,dti,last_fico_range_low,installment
0.0,0.19583552555031375,0.15036142802070693,0.10742804327874653,0.21281341531407053
0.0,0.17007044021875956,0.1787544948263213,0.3823455443329599,0.19591519698613427
0.0,0.21693034273555262,0.09639303828403138,0.251338283903816,0.1860568790960668
0.0,0.17871354774573442,0.15724544761060563,0.17686525194558583,0.19109328064986336
0.0,0.0705698122226823,0.14446614406379765,0.15772206275013456,0.17789984203922135
0.0,0.24836843706665157,0.18467001957679802,0.17686525194558583,0.35811753854277545
0.0,0.17007044021875956,0.15284189229137404,0.07769006359094426,0.19765633892935192
0.0,0.19583552555031375,0.14906863832096448,0.12495863973510672,0.13090969267951297
0.0,0.08368565534792456,0.16702310599146603,0.06861460072303147,0.19060841547217988
0.0,0.11853876963877508,0.1091159504000134,0.0558116467104027,0.12675141262559028
0.0,0.19583552555031375,0.15937263261634477,0.061762219386416926,0.13787853127680033
0.0,0.07861958024906726,0.14414660921042213,0.12495863973510672,0.11603401956815704
0.0,0.08368565534792456,0.10655895808808723,0.3823455443329599,0.11647541258988674
0.0,0.1776888337223848,0.18823199698540985,0.05720477500885779,0.1827079331820842
0.0,0.1792754634068871,0.15532253063506707,0.2167777158196791,0.18316578398779043
0.0,0.08368565534792456,0.15532253063506707,0.08872511817188931,0.17843302855214915
0.0,0.08368565534792456,0.18761175236078678,0.06861460072303147,0.1161157811018638
0.0,0.18939988528889834,0.1440423935987481,0.251338283903816,0.13036571753404505
0.0,0.1286711151617011,0.17783021274358707,0.30999725915026893,0.12299760625476712
0.0,0.17007044021875956,0.1091159504000134,0.17686525194558583,0.12363995646166141
0.0,0.10443075887120157,0.1826322665541838,0.0558116467104027,0.17980157875671393
0.0,0.17871354774573442,0.172586269297649,0.14313066967612403,0.13163367857919073
0.0,0.18351932764556728,0.17995954938144892,0.15772206275013456,0.11753342143271234
0.0,0.1792754634068871,0.135655049862779,0.406000286405535,0.12939840156555293
0.0,0.08368565534792456,0.1833003180239542,0.1298819744646433,0.13562989368604236
0.0,0.18939988528889834,0.17197573481955114,0.28580760757028834,0.15364777358220488
0.0,0.06747059385450943,0.14173380637703473,0.15772206275013456,0.12750703934829874
0.0,0.17007044021875956,0.18851800728124476,0.08299330313383829,0.11769262964477784
0.0,0.1792754634068871,0.16051609259265995,0.19189478410076224,0.1417735140476836
0.0,0.17871354774573442,0.16210627794571122,0.14313066967612403,0.11906733932396876
0.0,0.18939988528889834,0.18407480740253226,0.38856670325152864,0.19787144687334912
0.0,0.1286711151617011,0.10333999174231363,0.08299330313383829,0.27566671726896774
0.0,0.15225359849247896,0.165518431685505,0.12495863973510672,0.16730043944993028
0.0,0.08368565534792456,0.14794990887251402,0.10742804327874653,0.15291601127081592
0.0,0.20185937454467806,0.14794990887251402,0.1344524576073049,0.12889529146422
