LoanStatus,sub_grade,dti,last_fico_range_low,installment
0.0,0.8816221666609102,0.21105656099548525,0.388747331405012,2.058006289517718
0.0,-0.3336528951662331,0.7498743174772357,-1.2505509153641055,0.7341760456368873
0.0,1.5760650591335637,-1.6215241650886842,-0.535985012926285,0.29826762794376716
0.0,0.013568551070093577,0.33713091070152146,-0.15768541751802714,0.4355358328749627
0.0,-1.2017065107570497,-0.30975057409968837,-0.03158555238194119,0.157348958430905
0.0,2.7913401209607067,0.9104690248408766,-0.15768541751802714,3.1804704650775033
0.0,-0.3336528951662331,0.2575839995774749,0.5989137732984886,1.0769976164975112
0.0,0.8816221666609102,-0.38029217453044656,0.26264746626892604,-0.8097020558946945
0.0,-1.0280957876388863,-0.5784090097827893,0.6829803500558792,0.41878664244143393
0.0,-1.7225386801115397,-1.8031312640699986,0.8931467919493559,-0.9454134450484148
0.0,0.8816221666609102,-1.1157258811489914,0.7670469268132699,-0.23614965015167777
0.0,-1.5489279569933765,-0.303747033637496,0.26264746626892604,-1.1930008369696796
0.0,-1.0280957876388863,-1.4489223768006587,-1.2505509153641055,-1.1713664659930383
0.0,0.18717927418825692,1.096578779168835,0.8511135035706605,0.23320346510582848
0.0,0.36078999730642025,0.30261055304391626,-0.3678518594115037,0.2413633271119065
0.0,-1.0280957876388863,0.30261055304391626,0.514847196541098,0.16502567071293905
0.0,-1.0280957876388863,1.0425469150091053,0.6829803500558792,-1.1882767063345818
0.0,0.7080114435427469,0.07297513036506463,-0.535985012926285,-0.8486761336342518
0.0,-0.6808743414025598,0.7288619258595629,-0.8302180315771522,-0.4946884358179422
0.0,-0.3336528951662331,-1.8031312640699986,-0.15768541751802714,-1.0059145271592702
0.0,-0.854485064520723,-0.9131063905500045,0.8931467919493559,0.1854790090308059
0.0,0.013568551070093577,-0.6384444144047113,0.09451431275414476,-0.3002475135415282
0.0,0.5344007204245835,0.7783911346726482,-0.03158555238194119,-1.1359354862298043
0.0,0.36078999730642025,-1.249304656432768,-1.4186840688788867,-1.4382261635733957
0.0,-1.0280957876388863,-0.8935948840478799,0.22061417789023072,-0.2578913877336621
0.0,0.7080114435427469,0.6072902315001704,-5.6640461951271135,-0.09936459494452614
0.0,-1.375317233875213,-0.24671339924667024,-0.03158555238194119,-0.35339398318637893
0.0,-0.3336528951662331,1.1626177242529496,0.5568804849197933,-1.3183513487077874
0.0,0.36078999730642025,0.3956654302078955,-0.2417519942754178,-0.2006649870857722
0.0,0.013568551070093577,0.4241822474033084,0.09451431275414476,-1.0973908749116197
0.0,0.7080114435427469,0.890957518338752,-1.2925842037428008,1.1495237584067977
0.0,-0.6808743414025598,-1.4819418493427157,0.5568804849197933,2.7731215644056557
0.0,-0.5072636182843964,-1.0782037532602902,0.26264746626892604,0.028509032019145307
0.0,-1.0280957876388863,0.1630282372979476,0.388747331405012,-0.105591858054428
0.0,1.0552328897790735,0.1630282372979476,0.1785808895115354,-0.8965079563146177
0.0,0.013568551070093577,-0.6129293674403945,-0.03158555238194119,0.050143402995786776
0.0,1.0552328897790735,1.2076442777193905,0.4307806197837073,1.4978747094425928
